respondent_id,persona_label,persona_id,A_city_tier,A_gender,A_age,A_education_level,A_stream,A_institution_type,A_family_income_band,A_family_income_score,B_prior_paid_course,B_prior_paid_score,B_exam_prep,B_acad_performance_score,B_acad_performance_label,B_self_learning_hrs,B_self_learning_score,C_career_clarity_stage,C_confusion_level_score,C_confusion_level_label,C_worry_frequency_score,C_worry_frequency_label,C_family_decision_authority,C_family_decision_score,C_trusted_info_source,C_prior_platform_use,C_biggest_challenge,C_emotional_pain_type,D_risk_tolerance,D_risk_tolerance_score,D_motivation_type,D_motivation_score,D_locus_of_control_score,D_locus_of_control_label,D_career_stage,E_career_domain_1,E_career_domain_2,E_career_domain_3,E_learning_preference,E_feat_career_match,E_feat_roadmap,E_feat_job_market,E_feat_chatbot,E_feat_college_rec,E_feat_mock_interview,E_feat_scholarship,E_feat_peer_bench,E_primary_device,E_language_preference,E_longitudinal_consent,F_wtp_monthly_band,F_wtp_score_continuous,F_pricing_model_pref,F_payment_trigger,F_will_pay_binary,F_will_use_platform,F_will_use_binary
R1211,Budget Conscious Learner,3,Tier 3,Female,21,Undergraduate,Science,Private,Below Rs2L,1,Yes currently,4,None,3,Average,,3,Parents decided - not sure its right,3,Medium,4,Often,Equal joint decision,3,YouTube/Instagram,No didnt know,Wrong college choice,Financial anxiety,Stable job,1,Mostly financial,2,3,Balanced,Planning,Medicine,Law,Teaching,Watching videos,4,4,3,5,5,4.0,4,4.0,Smartphone Android,Hindi,Yes,Rs300-Rs499,5.4,Monthly subscription,Teacher recommendation,1,No,0
R1212,Confused Explorer,0,Tier 1,Female,15,Grade 8-10,Arts,Private,Rs10L-Rs20L,4,Yes before,3,Design,2,Below Average,Less than 1hr,1,"Have interests, dont know career match",3,Medium,3,Sometimes,Equal joint decision,3,School counselor,No but looked,Dont know strengths,Lacks self-awareness,Stable job,1,Mostly financial,3,2,Mostly External,Decision Making,Business,Media,Technology,Live workshops,4,3,4,4,3,3.0,3,5.0,Laptop/Desktop,English Hindi mix,Yes,Up to Rs99,0.7,Free one-time report,Teacher recommendation,1,No,0
R1213,Confused Explorer,0,Tier 2,Male,22,Undergraduate,Arts,Government/Aided,Above Rs20L,5,No free only,1,None,5,Excellent,Less than 1hr,1,No idea where to begin,5,Very High,4,Often,Parents already decided,1,School counselor,No but looked,Dont know strengths,Family conflict,Stable job,1,Mostly personal growth,2,3,Balanced,Exploration,Business,Teaching,Media,Hands-on projects,3,3,3,5,4,4.0,4,3.0,Laptop/Desktop,English only,No,Up to Rs99,1.1,Completely free,Friend recommendation,1,No,0
R1214,Focused Achiever,1,Tier 1,Female,23,Postgraduate,Science,Private,Rs10L-Rs20L,4,Yes before,3,JEE,3,Average,5-10hrs,4,"Know what I want, not how to get there",1,Very Low,1,Never,I decide completely,5,Friends in career,No but looked,Too many options,Family conflict,High-risk reward,3,Mostly personal growth,5,5,Internal,Execution,Medicine,Design,Law,Watching videos,5,5,4,4,3,5.0,4,3.0,Laptop/Desktop,Hindi,Yes,Rs300-Rs499,4.6,School pays,Free trial,1,Yes,1
R1215,Career Switcher,2,Tier 2,Female,22,Undergraduate,Science,Online/Distance,Rs10L-Rs20L,4,No free only,1,CUET,3,Average,5-10hrs,4,"Know what I want, not how to get there",3,Medium,2,Rarely,Mostly parents I follow,2,Parents/relatives,No didnt know,Wrong college choice,Information gap,Stable job,1,Mostly financial,2,2,Mostly External,Planning,Technology,Science Research,Media,Reading articles,5,4,3,5,5,3.0,3,2.0,Smartphone Android,English only,Yes,Rs100-Rs299,3.3,Pay per session,Outcome data,1,Yes,1
R1216,Budget Conscious Learner,3,Tier 1,Female,18,Grade 11-12,Science,Government/Aided,Rs2L-Rs5L,2,No free only,1,None,3,Average,Less than 1hr,1,Parents decided - not sure its right,3,Medium,4,Often,Mostly parents I follow,2,YouTube/Instagram,No but looked,Lack of info new careers,Execution gap,Stable job,1,Balanced both,4,3,Balanced,Decision Making,Teaching,Media,Technology,Live workshops,4,5,3,3,3,2.0,4,4.0,Smartphone Android,Regional language,Yes,Free only,0.0,Completely free,Outcome data,0,No,0
R1217,Focused Achiever,1,Tier 3,Female,20,Undergraduate,Arts,Online/Distance,Rs5L-Rs10L,3,No free only,1,None,4,Good,3-5hrs,3,"Know what I want, not how to get there",2,Low,2,Rarely,Equal joint decision,3,YouTube/Instagram,No but looked,Wrong college choice,Financial anxiety,Stable job,1,Balanced both,4,4,Mostly Internal,Planning,Media,Business,Finance,Talking to mentor,4,5,4,3,4,4.0,5,3.0,Laptop/Desktop,English Hindi mix,Yes,Up to Rs99,0.8,Free one-time report,Friend recommendation,1,Yes,1
R1218,Confused Explorer,0,Tier 3,Male,17,Grade 11-12,Vocational/Other,Central School,Below Rs2L,1,Parents pay,2,JEE,2,Below Average,3-5hrs,3,"Have interests, dont know career match",5,Very High,5,Almost Every Day,Mostly parents I follow,2,Parents/relatives,No but looked,No guidance,Overwhelmed by options,Depends on factors,2,Mostly financial,2,1,External,Exploration,Defence,Technology,Medicine,Talking to mentor,2,4,3,3,3,4.0,5,4.0,Laptop/Desktop,Regional language,No,Rs1000+,9.0,Completely free,Outcome data,1,No,0
R1219,Budget Conscious Learner,3,Tier 2,Female,18,Grade 11-12,Arts,Online/Distance,Rs5L-Rs10L,3,No free only,1,CUET,3,Average,Less than 1hr,1,"Chosen path, need plan",4,High,3,Sometimes,Equal joint decision,3,YouTube/Instagram,No but looked,Wrong college choice,Family conflict,Stable job,1,Mostly personal growth,2,2,Mostly External,Decision Making,Teaching,Law,Design,Talking to mentor,5,3,4,3,3,4.0,3,2.0,Smartphone Android,English Hindi mix,Yes,Rs100-Rs299,2.8,Free one-time report,Affordable price,1,No,0
R1220,Career Switcher,2,Tier 1,Female,22,Postgraduate,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,Yes currently,4,CAT/MBA,2,Below Average,1-3hrs,2,On path but feel I chose wrongly,3,Medium,3,Sometimes,Mostly me parents input,4,School counselor,No didnt know,Dont know strengths,Information gap,Depends on factors,2,Mostly personal growth,1,3,Balanced,Planning,Design,Technology,Defence,Quizzes interactive,4,4,5,5,4,5.0,4,4.0,Smartphone Android,English Hindi mix,Yes,Rs100-Rs299,3.3,Completely free,Outcome data,1,Yes,1
R1221,Confused Explorer,0,Tier 2,Male,19,Undergraduate,Science,Government/Aided,Below Rs2L,1,No free only,1,None,2,Below Average,1-3hrs,2,"Have interests, dont know career match",5,Very High,5,Almost Every Day,Equal joint decision,3,,No didnt know,Dont know strengths,Overwhelmed by options,Stable job,1,Balanced both,2,2,Mostly External,Decision Making,Technology,Science Research,Medicine,Hands-on projects,3,4,4,4,4,5.0,3,3.0,Laptop/Desktop,Hindi,Yes,Up to Rs99,0.9,Completely free,Teacher recommendation,1,No,0
R1222,Career Switcher,2,Tier 1,Female,23,Postgraduate,Science,Private,Rs10L-Rs20L,4,Yes before,3,CUET,5,Excellent,Less than 1hr,1,Parents decided - not sure its right,2,Low,3,Sometimes,Equal joint decision,3,School counselor,No but looked,Wrong college choice,Family conflict,Stable job,1,Mostly financial,2,4,Mostly Internal,Planning,Design,Medicine,Law,Hands-on projects,3,4,5,4,5,5.0,4,4.0,Laptop/Desktop,Regional language,No,Rs100-Rs299,2.6,Free one-time report,Affordable price,1,Yes,1
R1223,Confused Explorer,0,Tier 1,Male,16,Grade 11-12,Science,Government/Aided,Rs2L-Rs5L,2,No free only,1,Not sure,5,Excellent,1-3hrs,2,"Have interests, dont know career match",5,Very High,3,Sometimes,Mostly me parents input,4,YouTube/Instagram,No but looked,Lack of info new careers,Family conflict,High-risk reward,3,Balanced both,1,2,Mostly External,Exploration,Design,Medicine,Technology,Watching videos,3,2,2,2,3,3.0,5,4.0,Smartphone Android,Hindi,Yes,Free only,0.0,Completely free,Outcome data,0,No,0
R1224,Confused Explorer,0,Tier 3,Female,17,Grade 11-12,Science,Private,Rs2L-Rs5L,2,No free only,1,CAT/MBA,3,Average,Less than 1hr,1,"Chosen path, need plan",5,Very High,4,Often,Equal joint decision,3,Career apps,No didnt know,Dont know strengths,Overwhelmed by options,Stable job,1,Mostly personal growth,2,2,Mostly External,Transition,Science Research,Media,Technology,Watching videos,4,3,2,4,2,2.0,3,3.0,Laptop/Desktop,Hindi,Yes,Up to Rs99,1.1,Free one-time report,Affordable price,1,No,0
R1225,Career Switcher,2,Tier 2,Male,22,Undergraduate,Science,Private,Rs2L-Rs5L,2,Yes currently,4,JEE,4,Good,3-5hrs,3,"Chosen path, need plan",3,Medium,4,Often,I decide completely,5,YouTube/Instagram,No didnt know,Too many options,Information gap,High-risk reward,3,Mostly personal growth,4,4,Mostly Internal,Transition,Medicine,Science Research,Defence,Live workshops,4,5,5,4,4,3.0,5,4.0,Laptop/Desktop,Hindi,Yes,Rs500-Rs999,6.7,Free one-time report,Teacher recommendation,1,Yes,1
R1226,Budget Conscious Learner,3,Tier 2,Male,19,Undergraduate,Commerce,Private,Below Rs2L,1,Yes currently,4,None,2,Below Average,1-3hrs,2,On path but feel I chose wrongly,4,High,3,Sometimes,Mostly me parents input,4,Parents/relatives,Yes not helpful enough,Dont know strengths,Financial anxiety,Stable job,1,Mostly personal growth,3,4,Mostly Internal,Decision Making,Business,Teaching,Technology,Talking to mentor,4,4,3,4,4,3.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Up to Rs99,1.1,Completely free,Free trial,1,Yes,1
R1227,Confused Explorer,0,Tier 3,Female,16,Grade 11-12,Vocational/Other,Not enrolled,Rs2L-Rs5L,2,No free only,1,Not sure,3,Average,1-3hrs,2,"Have interests, dont know career match",4,High,3,Sometimes,Equal joint decision,3,Parents/relatives,No but looked,Lack of info new careers,Information gap,Stable job,1,Mostly personal growth,3,4,Mostly Internal,Exploration,Business,Law,Technology,Watching videos,3,4,3,3,3,3.0,3,5.0,Laptop/Desktop,Hindi,No,Free only,0.2,Free one-time report,Teacher recommendation,0,No,0
R1228,Budget Conscious Learner,3,Tier 2,Female,22,Undergraduate,Vocational/Other,Private,Rs10L-Rs20L,4,No free only,1,UPSC,3,Average,1-3hrs,2,"Know what I want, not how to get there",3,Medium,4,Often,I decide completely,5,Friends in career,No didnt know,Wrong college choice,Financial anxiety,High-risk reward,3,Balanced both,2,3,Balanced,Planning,Business,Science Research,Medicine,Quizzes interactive,3,3,2,3,3,2.0,3,2.0,Laptop/Desktop,Hindi,Yes,Free only,0.1,Completely free,Affordable price,0,No,0
R1229,Focused Achiever,1,Tier 1,Male,17,Grade 11-12,Science,Central School,Rs10L-Rs20L,4,No free only,1,CUET,4,Good,1-3hrs,2,"Have interests, dont know career match",2,Low,2,Rarely,Mostly me parents input,4,Official websites,Yes helpful,Job availability worry,Execution gap,High-risk reward,3,Balanced both,5,4,Mostly Internal,Decision Making,Medicine,Technology,Law,Watching videos,5,5,5,4,4,3.0,4,3.0,Smartphone Android,Hindi,Yes,Rs500-Rs999,6.7,Free one-time report,Affordable price,1,Yes,1
R1230,Budget Conscious Learner,3,Tier 3,Male,21,Undergraduate,Arts,Government/Aided,Rs2L-Rs5L,2,Parents pay,2,None,3,Average,1-3hrs,2,"Have interests, dont know career match",3,Medium,4,Often,Mostly parents I follow,2,Dont trust any,No but looked,Wrong college choice,Financial anxiety,Depends on factors,2,Balanced both,2,2,Mostly External,Decision Making,Science Research,Teaching,Law,Watching videos,3,3,5,3,4,3.0,4,4.0,Smartphone Android,Hindi,Yes,Free only,7.440299358075607,Free one-time report,Free trial,0,No,0
R1231,Budget Conscious Learner,3,Tier 2,Other/Prefer not to say,20,Undergraduate,Vocational/Other,Government/Aided,Rs5L-Rs10L,3,Yes before,3,Not sure,2,Below Average,3-5hrs,3,No idea where to begin,3,Medium,4,Often,Mostly parents I follow,2,Parents/relatives,No but looked,No guidance,Family conflict,Depends on factors,2,Mostly financial,3,2,Mostly External,Decision Making,Design,Technology,Medicine,Watching videos,3,3,3,4,3,3.0,4,3.0,Smartphone Android,Regional language,No,Rs300-Rs499,4.8,Free one-time report,Outcome data,1,No,0
R1232,Parent Driven Student,4,Tier 2,Female,14,Grade 8-10,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,CAT/MBA,2,Below Average,5-10hrs,4,"Know what I want, not how to get there",3,Medium,3,Sometimes,I decide completely,5,Dont trust any,No but looked,Too many options,Information gap,Stable job,1,Balanced both,2,3,Balanced,Exploration,Sports,Science Research,Teaching,Reading articles,3,3,3,2,4,4.0,5,3.0,Smartphone Android,Regional language,No,Rs100-Rs299,3.2,Completely free,Teacher recommendation,1,Yes,1
R1233,Confused Explorer,0,Tier 3,Female,17,Grade 11-12,Arts,Private,Rs2L-Rs5L,2,No free only,1,None,2,Below Average,5-10hrs,4,No idea where to begin,4,High,4,Often,Mostly me parents input,4,YouTube/Instagram,No didnt know,Dont know strengths,Overwhelmed by options,Stable job,1,Mostly personal growth,2,4,Mostly Internal,Planning,Design,Teaching,Science Research,Talking to mentor,4,3,2,3,3,3.0,3,4.0,Smartphone Android,Hindi,Yes,Rs1000+,8.8,Completely free,Free trial,1,Yes,1
R1234,Budget Conscious Learner,3,Tier 2,Female,22,Undergraduate,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,No free only,1,Not sure,3,Average,3-5hrs,3,"Have interests, dont know career match",3,Medium,4,Often,Equal joint decision,3,School counselor,No didnt know,Dont know strengths,Lacks self-awareness,Stable job,1,Mostly personal growth,4,4,Mostly Internal,Exploration,Media,Finance,Business,Watching videos,3,5,4,3,5,3.0,4,3.0,Smartphone iOS,Hindi,Yes,Rs100-Rs299,2.7,Annual plan,Outcome data,1,No,0
R1235,Focused Achiever,1,Tier 1,Female,21,Undergraduate,Commerce,Government/Aided,Rs2L-Rs5L,2,Yes before,3,NEET,2,Below Average,5-10hrs,4,"Chosen path, need plan",2,Low,1,Never,Mostly me parents input,4,YouTube/Instagram,No but looked,Lack of info new careers,Execution gap,Stable job,1,Mostly financial,5,4,Mostly Internal,Planning,Finance,Business,Design,Talking to mentor,5,5,4,5,4,4.0,5,3.0,Smartphone Android,No preference,Yes,Rs300-Rs499,5.2,Annual plan,Teacher recommendation,1,Yes,1
R1236,Focused Achiever,1,Tier 1,Male,18,Undergraduate,Arts,Private,Rs2L-Rs5L,2,No free only,1,NEET,3,Average,Less than 1hr,1,"Chosen path, need plan",3,Medium,3,Sometimes,I decide completely,5,Dont trust any,Yes not helpful enough,Job availability worry,Financial anxiety,High-risk reward,3,Balanced both,3,5,Internal,Decision Making,Technology,Finance,Teaching,Hands-on projects,3,4,3,4,5,5.0,4,4.0,Laptop/Desktop,English only,Yes,Rs300-Rs499,5.3,Monthly subscription,Free trial,1,Yes,1
R1237,Parent Driven Student,4,Tier 2,Female,21,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,None,2,Below Average,5-10hrs,4,"Chosen path, need plan",4,High,4,Often,Mostly parents I follow,2,Parents/relatives,No didnt know,Wrong college choice,Lacks self-awareness,Stable job,1,Mostly financial,4,4,Mostly Internal,Exploration,Science Research,Medicine,Business,Reading articles,4,4,3,3,4,3.0,5,2.0,Laptop/Desktop,English Hindi mix,No,Rs300-Rs499,4.7,Free one-time report,School subscribed,1,Yes,1
R1238,Focused Achiever,1,Tier 1,Male,17,Grade 11-12,Science,Private,Rs5L-Rs10L,3,No free only,1,NDA,4,Good,5-10hrs,4,"Chosen path, need plan",2,Low,1,Never,I decide completely,5,Official websites,Yes helpful,Lack of info new careers,Overwhelmed by options,High-risk reward,3,Mostly personal growth,5,4,Mostly Internal,Planning,Law,Technology,Medicine,Reading articles,3,5,5,5,4,5.0,5,4.0,Smartphone iOS,English Hindi mix,Yes,Rs300-Rs499,5.1,Free one-time report,Teacher recommendation,1,Yes,1
R1239,Career Switcher,2,Tier 2,Female,23,Postgraduate,Commerce,Central School,Rs10L-Rs20L,4,No free only,1,CAT/MBA,4,Good,5-10hrs,4,Parents decided - not sure its right,3,Medium,4,Often,I decide completely,5,School counselor,No but looked,Lack of info new careers,Execution gap,Depends on factors,2,Balanced both,4,3,Balanced,Execution,Finance,Teaching,Business,Watching videos,3,5,3,4,3,4.0,4,4.0,Smartphone iOS,Hindi,Yes,Rs300-Rs499,4.7,Free one-time report,Outcome data,1,No,0
R1240,Budget Conscious Learner,3,Tier 3,Male,18,Undergraduate,Commerce,Government/Aided,Rs2L-Rs5L,2,No free only,1,JEE,3,Average,5-10hrs,4,"Chosen path, need plan",3,Medium,3,Sometimes,Mostly me parents input,4,YouTube/Instagram,Yes not helpful enough,Family pressure,Financial anxiety,Stable job,1,Mostly personal growth,2,1,External,Planning,Business,Finance,Science Research,Watching videos,3,3,3,3,4,3.0,4,4.0,Smartphone Android,English Hindi mix,No,Rs100-Rs299,2.8,Completely free,Affordable price,1,Yes,1
R1241,Parent Driven Student,4,Tier 2,Male,16,Grade 11-12,Arts,Government/Aided,Rs5L-Rs10L,3,No free only,1,None,4,Good,3-5hrs,3,No idea where to begin,4,High,4,Often,Mostly parents I follow,2,YouTube/Instagram,No didnt know,Family pressure,Execution gap,Stable job,1,Mostly personal growth,2,3,Balanced,Transition,Law,Defence,Design,Talking to mentor,3,3,3,3,3,3.0,5,4.0,Smartphone iOS,Hindi,Yes,Up to Rs99,0.8,Monthly subscription,No trigger,1,Yes,1
R1242,Budget Conscious Learner,3,Tier 2,Male,25,Postgraduate,Arts,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,JEE,3,Average,1-3hrs,2,"Know what I want, not how to get there",2,Low,2,Rarely,Mostly me parents input,4,Official websites,No but looked,Wrong college choice,Information gap,Stable job,1,Mostly financial,1,2,Mostly External,Planning,Medicine,Design,Media,Reading articles,5,4,5,4,3,4.0,4,5.0,Smartphone Android,Regional language,No,Up to Rs99,1.2,Free one-time report,No trigger,1,Yes,1
R1243,Confused Explorer,0,Tier 3,Female,19,Undergraduate,Science,Private,Rs2L-Rs5L,2,No free only,1,CUET,3,Average,More than 10hrs,5,Parents decided - not sure its right,5,Very High,3,Sometimes,I decide completely,5,YouTube/Instagram,Yes helpful,Dont know strengths,Overwhelmed by options,Stable job,1,Mostly financial,2,2,Mostly External,Exploration,Business,Technology,Medicine,Reading articles,4,4,3,3,5,4.0,4,3.0,Smartphone Android,English only,Yes,Rs100-Rs299,3.3,School pays,Outcome data,1,No,0
R1244,Focused Achiever,1,Tier 2,Male,22,Undergraduate,Arts,Private,Rs10L-Rs20L,4,No free only,1,NEET,3,Average,3-5hrs,3,"Chosen path, need plan",2,Low,3,Sometimes,I decide completely,5,Official websites,Yes not helpful enough,Too many options,Execution gap,Stable job,1,Balanced both,5,4,Mostly Internal,Planning,Media,Design,Social Work,Reading articles,4,5,5,3,3,3.0,4,4.0,Smartphone Android,Regional language,Yes,Rs100-Rs299,2.7,Annual plan,Friend recommendation,1,Yes,1
R1245,Career Switcher,2,Tier 2,Male,22,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,CAT/MBA,3,Average,1-3hrs,2,On path but feel I chose wrongly,2,Low,3,Sometimes,I decide completely,5,YouTube/Instagram,No but looked,No guidance,Execution gap,Stable job,1,Mostly personal growth,3,4,Mostly Internal,Planning,Medicine,Technology,Business,Talking to mentor,4,4,3,3,4,4.0,4,2.0,Smartphone Android,English Hindi mix,Yes,Up to Rs99,1.3,Completely free,Friend recommendation,1,Yes,1
R1246,Parent Driven Student,4,Tier 2,Male,14,Grade 8-10,Commerce,Private,Rs10L-Rs20L,4,No free only,1,CAT/MBA,3,Average,5-10hrs,4,Parents decided - not sure its right,4,High,4,Often,Mostly parents I follow,2,Friends in career,Yes not helpful enough,Job availability worry,Information gap,Depends on factors,2,Mostly personal growth,3,4,Mostly Internal,Execution,Science Research,Business,Finance,Quizzes interactive,5,4,4,4,5,3.0,4,4.0,Smartphone Android,Regional language,No,Up to Rs99,0.8,Completely free,Teacher recommendation,1,Yes,1
R1247,Parent Driven Student,4,Tier 1,Female,14,Grade 8-10,Science,Government/Aided,Below Rs2L,1,Parents pay,2,CUET,4,Good,1-3hrs,2,Parents decided - not sure its right,4,High,3,Sometimes,Mostly parents I follow,2,Parents/relatives,Yes not helpful enough,No guidance,Family conflict,High-risk reward,3,Balanced both,4,2,Mostly External,Planning,Medicine,Design,Science Research,Watching videos,3,5,3,4,3,3.0,4,3.0,Shared family device,Hindi,No,Up to Rs99,1.4,Completely free,Friend recommendation,1,Yes,1
R1248,Career Switcher,2,Tier 2,Male,23,Postgraduate,Arts,Government/Aided,Rs10L-Rs20L,4,No free only,1,CAT/MBA,2,Below Average,Less than 1hr,1,On path but feel I chose wrongly,2,Low,3,Sometimes,Mostly parents I follow,2,Dont trust any,Yes not helpful enough,Dont know strengths,Information gap,Stable job,1,Balanced both,4,3,Balanced,Transition,Social Work,Design,Media,Reading articles,5,5,4,5,5,4.0,3,4.0,Laptop/Desktop,English only,Yes,Rs300-Rs499,5.0,Monthly subscription,Outcome data,1,Yes,1
R1249,Budget Conscious Learner,3,Tier 2,Female,16,Grade 11-12,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,No free only,1,Not sure,3,Average,1-3hrs,2,No idea where to begin,3,Medium,4,Often,I decide completely,5,YouTube/Instagram,No didnt know,Dont know strengths,Financial anxiety,Stable job,1,Mostly financial,3,3,Balanced,Decision Making,Teaching,Design,Business,Talking to mentor,5,4,4,4,3,4.0,3,4.0,Smartphone Android,English Hindi mix,No,Free only,8.31760474716634,Completely free,Affordable price,0,No,0
R1250,Budget Conscious Learner,3,Tier 2,Female,17,Grade 11-12,Commerce,Private,Rs2L-Rs5L,2,Yes before,3,JEE,2,Below Average,1-3hrs,2,"Know what I want, not how to get there",1,Very Low,5,Almost Every Day,Mostly parents I follow,2,Career apps,No but looked,Wrong college choice,Lacks self-awareness,Stable job,1,Mostly personal growth,2,3,Balanced,Transition,Business,Finance,Teaching,Watching videos,4,4,2,3,5,4.0,3,3.0,Shared family device,English Hindi mix,No,Rs100-Rs299,3.0,Free one-time report,Outcome data,1,Yes,1
